Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
"Sun Zara (From ""Cirkus"")","Sun Zara (From ""Cirkus"")",Devi Sri Prasad;Papon;Shreya Ghoshal;Kumaar,16/12/22,215498,32,FALSE,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,bollywood,sufi,hindi pop,desi,kannada pop,marathi pop,bangla pop",0.882,0.711,9,-6.023,0,0.0806,0.267,0.0000196,0.0341,0.898,110.049,4
Thumkeshwari,Bhediya (Original Motion Picture Soundtrack),Sachin-Jigar;Rashmeet Kaur;Ash King;Divya Kumar;Amitabh Bhattacharya,22/11/22,163179,59,FALSE,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,punjabi pop,bangla pop",0.757,0.682,7,-5.292,1,0.0553,0.055,0,0.0815,0.562,98.977,4
Apna Bana Le,Bhediya (Original Motion Picture Soundtrack),Sachin-Jigar;Arijit Singh;Amitabh Bhattacharya,22/11/22,261702,81,FALSE,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,bangla pop",0.586,0.562,9,-7.399,1,0.0267,0.803,0.00000552,0.063,0.436,93.982,4
Bones,Bones,Imagine Dragons,11/3/22,165264,76,FALSE,,0.773,0.742,5,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4
"Munda Sona Hoon Main (From ""Shehzada"")","Munda Sona Hoon Main (From ""Shehzada"")",Pritam;Diljit Dosanjh;Nikhita Gandhi;Kumaar,16/1/23,229947,46,FALSE,"bollywood,hindi pop,desi,bhangra,punjabi pop,punjabi hip hop",0.775,0.83,9,-4.905,0,0.0571,0.271,0,0.191,0.913,130.024,4
One Day,Mercury - Acts 1 & 2,Imagine Dragons,1/7/22,151337,56,FALSE,,0.68,0.414,4,-7.955,0,0.0377,0.668,0,0.343,0.639,89.945,4
Tere Pyaar Mein,Tu Jhoothi Main Makkaar,Pritam;Arijit Singh;Amitabh Bhattacharya;Nikhita Gandhi,16/3/23,266094,48,FALSE,"bollywood,hindi pop,desi,bangla pop",0.68,0.753,9,-5.492,0,0.0543,0.123,0,0.173,0.413,118.965,4
Pyaar Hota Kayi Baar Hai,Tu Jhoothi Main Makkaar,Pritam;Arijit Singh;Amitabh Bhattacharya;Charan,16/3/23,216270,63,FALSE,"bollywood,hindi pop,desi,bangla pop,hindi indie,indian indie",0.772,0.767,0,-4.792,1,0.0381,0.138,0,0.557,0.866,122.024,4
O Bedardeya,Tu Jhoothi Main Makkaar,Pritam;Arijit Singh;Amitabh Bhattacharya,16/3/23,313051,40,FALSE,"bollywood,hindi pop,desi,bangla pop",0.582,0.418,7,-8.701,1,0.0288,0.794,0,0.109,0.243,112.909,4
Show Me The Thumka,Tu Jhoothi Main Makkaar,Pritam;Amitabh Bhattacharya;Sunidhi Chauhan;Shashwat Singh,16/3/23,236100,39,FALSE,"bollywood,hindi pop,desi",0.841,0.87,9,-4.487,1,0.216,0.607,0.00000883,0.0734,0.803,122.005,4
Jaadui,Tu Jhoothi Main Makkaar,Pritam;Jubin Nautiyal;Amitabh Bhattacharya,16/3/23,222375,41,FALSE,"bollywood,hindi pop,desi,bhajan,devotional",0.589,0.419,7,-10.485,1,0.0265,0.866,0.00000879,0.136,0.437,102.973,4
Maine Pi Rakhi Hai,Tu Jhoothi Main Makkaar,Pritam;Shreya Ghoshal;Amitabh Bhattacharya;Divya Kumar,16/3/23,247714,37,FALSE,"bollywood,hindi pop,desi,kannada pop,marathi pop,bangla pop,gujarati garba,gujarati pop",0.733,0.877,1,-4.92,1,0.281,0.137,0,0.213,0.585,105.07,3
Yeh Ek Zindagi,"Monica, O My Darling (Music from the Netflix Film)",Achint;Mikey McCleary;Varun Grover;Anupama Chakraborty Shrivastava,6/11/22,218750,34,FALSE,"gujarati garba,gujarati pop,bollywood,ghazal,hindi pop",0.7,0.804,11,-4.985,0,0.0739,0.615,0,0.199,0.961,121.955,4
Sing For The Moment,The Eminem Show,Eminem,26/5/02,339546,77,TRUE,"rap,hip hop",0.668,0.824,5,-4.164,0,0.137,0.0017,0.00000305,0.0426,0.185,163.961,4
"Bloody Sweet (From ""Leo"")","Bloody Sweet (From ""Leo"")",Anirudh Ravichander;Siddharth Basrur;Heisenberg,3/2/23,168540,53,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,bollywood",0.511,0.683,5,-6.484,1,0.0427,0.00442,0.00516,0.089,0.254,123.85,4
Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa;DaBaby,1/10/20,203064,67,FALSE,pop,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
"Chilla Chilla - From ""Thunivu""","Chilla Chilla (From ""Thunivu"")",Ghibran;Anirudh Ravichander;vaisagh,9/12/22,222222,51,FALSE,"devotional,tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,tamil indie",0.609,0.865,7,-6.335,1,0.277,0.00538,0,0.309,0.514,161.848,4
No Lie,No Lie,Sean Paul;Dua Lipa,18/11/16,221176,57,FALSE,"dancehall,pop",0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,4
"Tum Tum (From ""Enemy - Tamil"")","Tum Tum (From ""Enemy - Tamil"")",Thaman S;Srivardhani Kuchi;Aditi Bhavaraju;Satya Yamini;Roshini JKV;Tejaswini;Vivek,3/9/21,228567,53,FALSE,"telugu pop,tollywood,tamil dance,tamil pop,kollywood,kannada pop,devotional,mollywood,malayalam pop",0.74,0.762,8,-5.416,1,0.14,0.756,0.000517,0.121,0.919,147.041,3
Bang Bang,Bang Bang (Original Motion Picture Soundtrack),Benny Dayal;Neeti Mohan;Vishal-Shekhar,15/9/14,320000,65,FALSE,"bollywood,desi,hindi pop",0.705,0.678,4,-8.644,0,0.0415,0.0483,0.0000701,0.496,0.691,120.042,4
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Listen Up! The Official 2010 FIFA World Cup Album,Shakira;Freshlyground,31/5/10,202626,70,FALSE,"latin pop,afro soul,afropop,dubstep",0.758,0.871,2,-6.408,1,0.147,0.0062,0,0.0663,0.753,126.994,4
Tera Hone Laga Hoon,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Pritam;Atif Aslam;Alisha Chinai,6/11/09,299827,77,FALSE,"bollywood,hindi pop,desi,sufi,qawwali,desi pop",0.686,0.771,8,-5.33,1,0.0303,0.545,0,0.127,0.551,119.981,4
"Main Khiladi - From ""Selfiee""","Main Khiladi (From ""Selfiee"")",Tanishk Bagchi;Anu Malik;Abhijeet,1/2/23,187099,57,FALSE,"bollywood,hindi pop,desi,desi pop,gujarati garba",0.766,0.875,1,-3.195,1,0.0963,0.0799,0.00000953,0.124,0.775,131.015,4
"Naiyo Lagda - From ""Kisi Ka Bhai Kisi Ki Jaan""","Naiyo Lagda (From ""Kisi Ka Bhai Kisi Ki Jaan"")",Palak Muchhal;Kamaal Khan;Himesh Reshammiya,12/2/23,320963,40,FALSE,"bollywood,hindi pop,gujarati garba,desi",0.605,0.851,8,-4.021,0,0.117,0.325,0.0000183,0.112,0.689,82.983,4
TiK ToK,TiK-Tok - Remixes,Kesha,7/8/09,200186,55,FALSE,,0.737,0.839,2,-2.028,0,0.17,0.103,0,0.319,0.718,120.042,4
Agar Tum Saath Ho,Tamasha,Alka Yagnik;Arijit Singh,16/10/15,341054,74,FALSE,"bollywood,hindi pop,desi,bangla pop",0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4
Raat Bhar,Heropanti,Arijit Singh;Shreya Ghoshal,21/4/14,325581,65,FALSE,"hindi pop,bollywood,desi,bangla pop,kannada pop,marathi pop",0.619,0.88,1,-4.549,0,0.0535,0.0173,0.00104,0.166,0.392,129.969,4
Ghungroo,War,Arijit Singh;Shilpa Rao,24/9/19,302935,47,FALSE,"hindi pop,bollywood,desi,bangla pop",0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,4
"Jai Jai Shivshankar (From ""War"")","Jai Jai Shivshankar (From ""War"")",Vishal Dadlani;Benny Dayal,21/9/19,230557,55,FALSE,"bollywood,desi,hindi pop",0.825,0.904,5,-5.414,0,0.0787,0.257,0.0000121,0.0715,0.528,129.036,4
Sharabi,Pyaar Ka Punchnama 2 (Original Motion Picture Soundtrack),Raja Hasan;Kumaar;Toshi;Shaarib Toshi,17/10/18,253242,43,FALSE,"gujarati garba,bollywood,gujarati pop,hindi pop,desi",0.829,0.781,9,-4.121,1,0.0806,0.0864,0,0.175,0.759,127.904,4
"Hawayein (From ""Jab Harry Met Sejal"")","Hawayein (From ""Jab Harry Met Sejal"")",Pritam;Arijit Singh,26/7/17,290000,64,FALSE,"bollywood,hindi pop,desi,bangla pop",0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961,4
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit;Anne-Marie;Sean Paul,21/10/16,251088,71,FALSE,dancehall,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,4
Gumm Summ Gumm,Paa,R. Bavatharini;Shravan,16/11/09,278611,27,FALSE,"bhajan,devotional",0.713,0.736,0,-9.987,0,0.0428,0.201,0.00141,0.0946,0.747,158.001,4
Bijlee Bijlee,Bijlee Bijlee,Harrdy Sandhu,30/10/21,168450,67,FALSE,"punjabi pop,bhangra,desi",0.795,0.67,1,-5.313,0,0.143,0.269,0,0.0733,0.643,100.004,4
"Bijli (From ""Govinda Naam Mera"")","Bijli (From ""Govinda Naam Mera"")",Sachin-Jigar;Mika Singh;Neha Kakkar,24/11/22,174000,45,FALSE,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,desi pop",0.573,0.819,1,-6.246,1,0.256,0.306,0.00000113,0.0653,0.862,108.786,3
Tujh Mein Rab Dikhta Hai,Rab Ne Bana Di Jodi,Salim–Sulaiman;Roop Kumar Rathod;Jaideep Sahni,6/11/08,281573,73,FALSE,"bollywood,sufi,desi,hindi pop,qawwali",0.56,0.604,8,-8.732,1,0.0866,0.315,0.00000112,0.176,0.75,84.784,4
Haule Haule,Rab Ne Bana Di Jodi,Salim–Sulaiman;Sukhwinder Singh;Jaideep Sahni,6/11/08,263967,70,FALSE,"bollywood,sufi,desi,hindi pop,qawwali",0.712,0.776,5,-7.424,0,0.213,0.541,0.00000217,0.0896,0.96,89.934,4
Dance Pe Chance,Rab Ne Bana Di Jodi,Salim–Sulaiman;Sunidhi Chauhan;Labh Janjua;Jaideep Sahni,6/11/08,261015,62,FALSE,"bollywood,sufi,desi,hindi pop,qawwali,bhangra",0.884,0.893,5,-6.141,0,0.162,0.138,0.000922,0.0614,0.937,128.024,4
Back To You,13 Reasons Why (Season 2),Selena Gomez,18/5/18,210240,66,FALSE,,0.6,0.683,6,-6.271,1,0.049,0.097,0.00000135,0.11,0.489,102.036,4
Until I Found You,Until I Found You,Stephen Sanchez,1/9/21,177720,78,FALSE,,0.539,0.508,10,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358,3
"Aga Naga (From ""Ponniyin Selvan Part-2"")",Ponniyin Selvan Part - 2 (Original Motion Picture Soundtrack),A.R. Rahman;Shakthisree Gopalan;Ilango Krishnan,29/3/23,243438,57,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi",0.531,0.369,9,-9.021,1,0.03,0.865,0.00000762,0.0949,0.323,139.932,3
Veera Raja Veera,Ponniyin Selvan Part - 2 (Original Motion Picture Soundtrack),Composition Based on a Dagarvani Tradition Dhrupad;Shankar Mahadevan;K. S. Chithra;Harini,29/3/23,320807,57,FALSE,"kollywood,tamil pop,marathi pop,bollywood,devotional,bhajan,desi,tamil dance,malayalam pop,kannada pop,mollywood,telugu pop,sandalwood,tollywood",0.601,0.674,1,-8.391,0,0.0617,0.663,0,0.0992,0.475,136.007,5
Shivoham,PS-2 (Hindi) [Original Motion Picture Soundtrack],A.R. Rahman;Sathyaprakash;Dr. Narayanan;Sreekanth Hariharan;Nivas;Aravind Srinivas;Shenbagaraj G;T.S. Ayyappan;Adi Shankara,29/3/23,81462,25,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tamil indie,devotional,mollywood,malayalam pop,telugu pop,tollywood",0.572,0.73,0,-9.839,1,0.184,0.387,0,0.168,0.0657,71.935,4
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema;Selena Gomez,25/8/22,239317,80,FALSE,"afrobeats,afrobeat,afropop,afropiano",0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4
Girls Like You (feat. Cardi B) - Cardi B Version,Girls Like You (feat. Cardi B),Maroon 5;Cardi B,30/5/18,235545,62,TRUE,pop,0.779,0.541,0,-6.824,1,0.0658,0.566,0,0.13,0.447,124.939,4
Started From the Bottom,Nothing Was The Same (Deluxe),Drake,1/1/13,174120,68,TRUE,rap,0.794,0.523,8,-7.829,1,0.161,0.0331,0,0.156,0.56,86.307,4
Señorita,Señorita,Shawn Mendes;Camila Cabello,21/6/19,190960,81,FALSE,,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,23/7/21,212000,74,TRUE,,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4
Hymn for the Weekend,A Head Full of Dreams,Coldplay,4/12/15,258266,84,FALSE,,0.491,0.693,0,-6.487,0,0.0377,0.211,0.00000692,0.325,0.412,90.027,4
Save Your Tears,After Hours,The Weeknd,20/3/20,215626,87,TRUE,,0.679,0.825,0,-5.487,1,0.0309,0.0212,0.0000121,0.543,0.644,118.049,4
Blinding Lights,Blinding Lights,The Weeknd,11/9/20,200045,62,FALSE,,0.515,0.726,1,-5.926,1,0.0547,0.00152,0.00015,0.087,0.35,170.987,4
Enemy (with JID) - from the series Arcane League of Legends,Enemy (with JID) [from the series Arcane League of Legends],Imagine Dragons;JID;Arcane;League of Legends,28/10/21,173381,75,FALSE,score,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4
Unstoppable,This Is Acting,Sia,29/1/16,217746,81,FALSE,,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4
Animals,V (Asia Tour Edition),Maroon 5,18/5/15,231013,74,FALSE,pop,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,4
Ambarsariya,Fukrey,Sona Mohapatra;Ram Sampath;Munna Dhiman,14/5/13,248182,71,FALSE,"bollywood,desi,hindi pop",0.649,0.458,4,-7.632,0,0.0446,0.574,0,0.113,0.748,180.071,4
Jugnu,Jugnu,Badshah;Nikhita Gandhi,26/10/21,230400,66,FALSE,"bollywood,desi,desi hip hop,hindi pop,hindi hip hop,desi pop",0.716,0.803,10,-5.14,0,0.0445,0.03,0,0.0817,0.325,124.961,4
lovely (with Khalid),lovely (with Khalid),Billie Eilish;Khalid,19/4/18,200185,88,FALSE,,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
Attention,Voicenotes,Charlie Puth,11/5/18,208786,88,FALSE,"soft pop,pop",0.775,0.613,3,-4.586,0,0.0542,0.109,0.0000233,0.134,0.797,100.066,4
No Time To Die,No Time To Die,Billie Eilish,13/2/20,242265,77,FALSE,,0.344,0.22,4,-13.218,0,0.0365,0.917,0.0107,0.0827,0.0522,70.895,4
Khamoshiyan,Khamoshiyan (Original Motion Picture Soundtrack),Jeet Gannguli;Arijit Singh;Rashmi Virag,29/12/14,335709,73,FALSE,"bangla pop,hindi pop,bollywood,desi",0.527,0.521,2,-6.837,0,0.0272,0.631,0,0.158,0.266,143.892,3
Heat Waves,Dreamland,Glass Animals,7/8/20,238805,86,FALSE,,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,4
Love Me Like You Do,Fifty Shades Freed (Original Motion Picture Soundtrack),Ellie Goulding,9/2/18,253520,76,FALSE,,0.489,0.597,5,-6.633,0,0.0292,0.27,0,0.105,0.323,95.013,4
Closer,Closer,The Chainsmokers;Halsey,29/7/16,244960,89,FALSE,,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth;Selena Gomez,29/1/16,217706,80,FALSE,"soft pop,pop",0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4
Manchala,Hasee Toh Phasee (Original Motion Picture Soundtrack),Vishal-Shekhar;Shafqat Amanat Ali;Nupur Pant,5/1/14,227506,64,FALSE,"bollywood,desi,hindi pop,sufi",0.365,0.649,11,-5.295,0,0.0406,0.152,0,0.121,0.454,78.4,4
Ishq Bulaava,Hasee Toh Phasee (Original Motion Picture Soundtrack),Vishal-Shekhar;Sanam Puri;Shipra Goyal,5/1/14,303640,75,FALSE,"bollywood,desi,hindi pop,punjabi pop",0.578,0.713,7,-7.335,1,0.0318,0.618,0.0000318,0.118,0.625,159.915,3
Drama Queen,Hasee Toh Phasee (Original Motion Picture Soundtrack),Vishal-Shekhar;Shreya Ghoshal;Vishal Dadlani,5/1/14,198746,59,FALSE,"bollywood,desi,hindi pop,kannada pop,marathi pop,bangla pop",0.706,0.913,7,-6.709,1,0.0793,0.0138,0,0.329,0.954,145.944,4
Never Be the Same,Camila,Camila Cabello,12/1/18,226986,79,FALSE,,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4
Something Just Like This,Memories...Do Not Open,The Chainsmokers;Coldplay,7/4/17,247160,87,FALSE,,0.617,0.635,11,-6.769,0,0.0317,0.0498,0.0000144,0.164,0.446,103.019,4
New Rules,Dua Lipa (Deluxe),Dua Lipa,2/6/17,209320,82,FALSE,pop,0.762,0.7,9,-6.021,0,0.0694,0.00261,0.0000156,0.153,0.608,116.073,4
Tum Se Hi,Jab We Met,Pritam;Mohit Chauhan;Irshad Kamil,21/9/07,321225,79,FALSE,"bollywood,hindi pop,desi,sufi",0.609,0.538,6,-7.842,1,0.0273,0.328,0,0.125,0.608,130.015,4
Rolling in the Deep,21,Adele,24/1/11,228093,81,FALSE,soft pop,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,4
Gangsta's Paradise,Gangsta's Paradise,Coolio;L.V.,7/11/95,241933,51,FALSE,"west coast hip hop,g-funk",0.634,0.63,8,-6.393,1,0.0576,0.0372,0,0.4,0.423,79.943,4
Dus Bahane,Dus,Vishal-Shekhar;Shaan;KK,30/5/05,206946,64,FALSE,"bollywood,desi,hindi pop,desi pop,bangla pop",0.833,0.917,7,-5.498,1,0.0597,0.175,0.00000192,0.109,0.874,110.001,4
Ocean (feat. Khalid),Ocean (feat. Khalid),Martin Garrix;Khalid,15/6/18,216419,66,FALSE,"edm,electronica,progressive house",0.506,0.693,0,-7.265,0,0.0412,0.584,0.0000958,0.0891,0.221,139.912,4
STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,9/7/21,141805,81,TRUE,,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4
Starving,Starving,Hailee Steinfeld;Grey;Zedd,22/7/16,181880,73,FALSE,edm,0.728,0.616,4,-4.238,1,0.0645,0.378,0,0.105,0.508,99.962,4
Steal My Girl,FOUR (Deluxe),One Direction,17/11/14,228138,83,FALSE,,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,4
Starboy (feat. Daft Punk),Starboy (Deluxe),The Weeknd;Daft Punk,14/3/23,230461,55,TRUE,"french house,electronic,electro",0.677,0.557,7,-8.072,1,0.287,0.146,0.00000848,0.129,0.501,186.014,4
Cheap Thrills (feat. Sean Paul),Cheap Thrills (feat. Sean Paul),Sia;Sean Paul,11/2/16,224813,70,FALSE,dancehall,0.592,0.8,6,-4.931,0,0.215,0.0561,0.00000201,0.0775,0.728,89.972,4
One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris;Dua Lipa,6/4/18,214846,80,FALSE,"edm,pop",0.791,0.862,9,-3.24,0,0.11,0.037,0.0000219,0.0814,0.592,123.994,4
Love Me Again,Love Me Again,John Newman,1/1/13,240288,56,FALSE,,0.496,0.919,2,-3.452,0,0.0464,0.00424,0.000782,0.0986,0.188,126.029,4
Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin;The Weeknd;21 Savage,2/12/22,221520,82,TRUE,,0.716,0.613,1,-6.018,0,0.0522,0.391,0,0.0813,0.157,97.914,4
Get Jinxed,The Music of League of Legends Vol. 1,League of Legends;Djerv,28/1/15,154960,21,FALSE,norsk rock,0.434,0.884,7,-7.128,0,0.093,0.000728,0.00458,0.105,0.191,180.029,4
Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Post Malone;Swae Lee,14/12/18,158040,83,FALSE,,0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
Memories,Car Songs,Maroon 5,9/4/21,185466,10,FALSE,pop,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,4
Nothing Is Lost (You Give Me Strength),Avatar: The Way of Water (Original Motion Picture Soundtrack),The Weeknd,15/12/22,267504,63,FALSE,,0.52,0.693,5,-7.704,1,0.0331,0.0002,0.000022,0.122,0.12,126.985,4
Be the One,Dua Lipa (Deluxe),Dua Lipa,2/6/17,202914,77,FALSE,pop,0.661,0.651,7,-3.771,0,0.0499,0.117,0.0000132,0.056,0.368,87.46,4
Dil Dooba,Khakee,Sonu Nigam;Shreya Ghoshal,17/10/03,230946,66,FALSE,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop,bangla pop",0.814,0.909,0,-6.875,1,0.0753,0.319,0,0.345,0.961,100.004,4
Mast Magan,2 States,Arijit Singh;Chinmayi,14/3/14,280161,73,FALSE,"hindi pop,bollywood,desi,bangla pop,tamil pop,tollywood,marathi pop,kollywood,telugu pop",0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,4
What's Up Danger (with Black Caviar),Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Blackway;Black Caviar,14/12/18,222306,72,FALSE,,0.701,0.755,2,-5.82,1,0.0417,0.00363,0.000814,0.121,0.116,95.041,4
Pray For Me (with Kendrick Lamar),Black Panther The Album Music From And Inspired By,The Weeknd;Kendrick Lamar,9/2/18,211440,67,TRUE,"hip hop,west coast hip hop",0.735,0.677,2,-4.979,1,0.0932,0.0756,0.0000217,0.111,0.187,100.563,4
"King's Dead (with Kendrick Lamar, Future & James Blake)",Black Panther The Album Music From And Inspired By,Jay Rock;Kendrick Lamar;Future;James Blake,8/2/18,225266,36,FALSE,"hip hop,west coast hip hop,rap",0.571,0.734,1,-4.697,1,0.295,0.000898,0,0.163,0.407,82.064,4
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar;SZA,8/2/18,232186,63,FALSE,"hip hop,west coast hip hop,r&b",0.702,0.627,8,-4.934,1,0.0564,0.0511,0.000235,0.0924,0.535,96.81,4
THATS WHAT I WANT,MONTERO,Lil Nas X,17/9/21,143901,73,TRUE,,0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981,4
Lean On,Peace Is The Mission (Extended),Major Lazer;DJ Snake;MØ,27/11/15,176561,32,FALSE,moombahton,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
Afghan Jalebi (Film Version),Phantom,Pritam;Akhtar Chinnal,31/7/15,224206,75,FALSE,"bollywood,hindi pop,desi",0.84,0.884,0,-3.217,1,0.334,0.427,0,0.0885,0.972,118.007,4
Dil Garden Garden Ho Gaya,Kyaa Super Kool Hain Hum,Sachin-Jigar;Vishal Dadlani;Mayur Puri,29/6/12,198395,43,FALSE,"gujarati pop,bollywood,hindi pop,desi,gujarati garba",0.746,0.848,2,-5.39,1,0.0571,0.0438,0.0000016,0.235,0.828,133.041,4
Let Me Love You,Encore,DJ Snake;Justin Bieber,5/8/16,205946,91,FALSE,,0.475,0.715,8,-5.371,1,0.058,0.0863,0.0000267,0.135,0.159,199.892,4
Character Dheela,Ready,Pritam;Neeraj Shridhar;Amrita Kak,25/4/11,226300,73,FALSE,"bollywood,hindi pop,desi",0.783,0.889,1,-2.691,0,0.0598,0.108,0.0000306,0.333,0.851,111.983,4
Circles,The Diamond Collection (Deluxe),Post Malone,21/4/23,215277,35,FALSE,,0.697,0.757,0,-3.496,1,0.0396,0.226,0.00233,0.0893,0.536,120.013,4
Dandelions,Safe Haven,Ruth B.,5/5/17,233720,86,FALSE,,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,3
"Chedkhaniyan (From ""Shehzada"")","Chedkhaniyan (From ""Shehzada"")",Pritam;Arijit Singh;Nikhita Gandhi;IP Singh;Shloke Lal,24/1/23,231421,48,FALSE,"bollywood,hindi pop,desi,bangla pop",0.716,0.876,7,-3.777,1,0.0694,0.38,0,0.394,0.849,124.903,4
Mogam,Mogam - KGF Chapter 1,Airaa Udupi,17/12/18,206720,23,FALSE,"kannada pop,sandalwood",0.728,0.954,5,-3.443,0,0.0847,0.164,0.00000622,0.386,0.573,130.053,4
"Osarattum Pathu Thala (From ""Pathu Thala"")","Osarattum Pathu Thala (From ""Pathu Thala"")",A.R. Rahman;Deepthi Suresh;Sreekanth Hariharan;Sathyaprakash;Naattu Raja Durai,28/3/23,290816,54,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tamil dance,tamil indie",0.552,0.912,11,-6.929,0,0.292,0.171,0.00729,0.265,0.539,119.877,4
Naan Naan,Mahaan (Original Motion Picture Soundtrack),Santhosh Narayanan;Vivek,9/2/22,248500,62,FALSE,"tamil pop,kollywood,tamil hip hop,tamil dance",0.788,0.653,10,-5.132,1,0.0425,0.0389,0.00007,0.0131,0.842,120.02,4
Chinnanjiru Nilave,Ponniyin Selvan Part - 2 (Original Motion Picture Soundtrack),A.R. Rahman;Haricharan;Ilango Krishnan,29/3/23,208875,47,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,mollywood,tollywood,telugu pop,malayalam pop,tamil dance,kannada pop",0.29,0.358,1,-10.969,1,0.0432,0.842,0,0.128,0.33,172.42,3
Only Ones Who Know,Favourite Worst Nightmare,Arctic Monkeys,22/4/07,184760,65,FALSE,"indie,garage rock",0.29,0.399,7,-10.696,0,0.0338,0.902,0.0019,0.105,0.0965,128.37,5
Nee Singam Dhan,Pathu Thala (Original Motion Picture Soundtrack),A.R. Rahman;Sid Sriram;Vivek,18/3/23,247794,68,FALSE,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tollywood,telugu pop,tamil dance,tamil hip hop",0.539,0.534,5,-8.31,1,0.0306,0.23,0.0000483,0.364,0.435,142.461,3
Yedhedo Ennangal,Pattiyal (Original Motion Picture Soundtrack),Yuvan Shankar Raja;Shweta Mohan;Pa. Vijay,2006,256831,49,FALSE,"tamil pop,kollywood,tamil dance,tamil hip hop,mollywood,malayalam pop,tollywood,telugu pop",0.753,0.915,10,-7.246,0,0.065,0.0475,0.00158,0.0561,0.95,80.015,4
